0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,1.17,-0.00,-0.00
0.42,0.42,3.70,3.05,4.29
1.96,1.96,13.39,18.07,17.90
6.89,6.89,28.18,27.41,30.38
19.40,19.40,48.37,45.91,54.02
25.67,25.67,51.55,55.41,66.17
27.58,27.58,50.25,51.76,72.44
23.95,23.95,58.07,55.81,73.17
13.09,13.09,69.88,55.38,71.04
16.87,16.87,79.27,53.71,67.49
23.53,23.53,85.63,48.03,67.43
38.09,38.09,79.87,54.91,74.15
47.87,47.87,77.28,54.92,78.13
38.88,38.88,70.54,57.26,77.18
38.25,38.25,68.03,53.96,76.79
38.79,38.79,67.11,56.74,77.75
41.21,41.21,61.61,54.26,78.56
41.37,41.37,53.83,57.34,78.33
42.63,42.63,46.20,54.14,77.38
45.80,45.80,44.49,54.89,75.49
46.68,46.68,43.13,54.07,73.77
49.14,49.14,42.02,53.09,72.66
52.83,52.83,39.37,48.41,72.29
56.09,56.09,40.86,51.49,72.31
59.38,59.38,41.65,55.21,71.37
57.96,57.96,41.60,52.32,64.87
61.45,61.45,39.79,51.21,62.32
69.61,69.61,34.28,51.92,69.14
77.56,77.56,29.52,50.64,69.21
76.86,76.86,30.72,46.63,65.69
75.83,75.83,33.01,47.38,58.37
75.17,75.17,39.02,52.22,57.76
73.87,73.87,39.31,47.69,56.18
74.88,74.88,40.09,49.31,58.58
73.52,73.52,35.51,44.83,57.16
73.74,73.74,32.39,49.02,57.71
76.87,76.87,35.68,50.16,60.51
78.67,78.67,37.00,43.50,57.85
79.47,79.47,38.11,41.35,53.39
76.36,76.36,48.14,47.76,51.73
66.07,66.07,61.17,55.69,48.99
74.28,74.28,69.49,48.12,47.10
70.92,70.92,69.73,50.30,47.88
76.09,76.09,85.15,52.10,50.64
77.21,77.21,81.69,51.31,52.35
78.56,78.56,76.74,50.56,55.27
78.17,78.17,71.05,50.92,56.86
76.92,76.92,71.31,52.23,60.16
79.64,79.64,67.14,52.00,55.43
77.38,77.38,62.74,49.55,55.98
75.83,75.83,52.85,51.40,58.27
74.50,74.50,43.43,45.78,59.07
77.44,77.44,35.86,46.00,60.72
76.09,76.09,39.15,42.31,67.08
77.12,77.12,38.99,42.92,66.58
76.29,76.29,43.59,48.32,65.07
76.77,76.77,47.84,54.70,59.03
74.58,74.58,39.96,51.58,55.99
74.04,74.04,40.79,45.19,55.20
76.10,76.10,29.10,49.06,57.22
74.85,74.85,33.90,56.94,62.93
70.64,70.64,35.27,52.70,56.54
74.27,74.27,34.75,45.65,53.81
69.93,69.93,36.03,47.81,54.09
66.06,66.06,36.22,46.46,53.95
70.71,70.71,39.24,43.28,53.53
71.06,71.06,46.63,47.23,54.23
66.50,66.50,58.35,45.44,59.36
71.85,71.85,67.32,52.75,66.68
74.27,74.27,56.97,55.87,69.16
74.65,74.65,50.04,53.94,68.05
69.65,69.65,40.88,50.75,67.44
66.41,66.41,39.67,47.82,62.50
62.59,62.59,43.06,41.72,48.72
62.73,62.73,54.76,41.87,43.85
59.98,59.98,60.82,37.13,47.24
66.98,66.98,81.47,43.80,61.90
67.01,67.01,83.74,47.47,63.96
69.05,69.05,76.40,48.62,62.18
69.30,69.30,74.77,43.38,50.45
67.35,67.35,68.83,42.09,44.66
75.13,75.13,70.94,37.82,43.73
75.32,75.32,66.05,37.71,44.82
